n,car,trace,detection_id,cell,progress,action,reason,fault_id,tx_hash,status,gas_used,block,latency_s
1555,0,PVS 1,pothole_PVS1_frame_003410_0,6g5ds802,0.638,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1556,0,PVS 1,pothole_PVS1_frame_003412_0,6g5ds802,0.6383,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1557,2,PVS 7,pothole_PVS7_frame_003207_0,6g5ds802,0.6384,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1558,2,PVS 7,pothole_PVS7_frame_003208_0,6g5ds802,0.6386,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1559,2,PVS 7,pothole_PVS7_frame_003210_0,6g5ds802,0.639,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1560,0,PVS 1,pothole_PVS1_frame_003416_0,6g5ds803,0.6391,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1561,2,PVS 7,pothole_PVS7_frame_003211_0,6g5ds802,0.6392,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1562,2,PVS 7,pothole_PVS7_frame_003212_0,6g5ds802,0.6394,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1563,0,PVS 1,pothole_PVS1_frame_003419_0,6g5ds803,0.6396,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1564,0,PVS 1,pothole_PVS1_frame_003420_0,6g5ds803,0.6398,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1565,0,PVS 1,pothole_PVS1_frame_003421_0,6g5ds803,0.64,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1566,2,PVS 7,pothole_PVS7_frame_003217_0,6g5ds802,0.6405,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1567,1,PVS 4,pothole_PVS4_frame_003839_0,6g5ds898,0.6407,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1568,0,PVS 1,pothole_PVS1_frame_003425_0,6g5ds803,0.6408,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1569,0,PVS 1,pothole_PVS1_frame_003428_0,6g5ds803,0.6413,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1570,0,PVS 1,pothole_PVS1_frame_003429_0,6g5ds803,0.6415,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1571,1,PVS 4,pothole_PVS4_frame_003844_0,6g5ds899,0.6417,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1572,0,PVS 1,pothole_PVS1_frame_003430_0,6g5ds803,0.6417,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1573,0,PVS 1,pothole_PVS1_frame_003432_0,6g5ds803,0.6421,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1574,0,PVS 1,pothole_PVS1_frame_003433_0,6g5ds803,0.6423,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1575,0,PVS 1,pothole_PVS1_frame_003434_0,6g5ds806,0.6425,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1576,2,PVS 7,pothole_PVS7_frame_003227_0,6g5ds803,0.6426,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1577,2,PVS 7,pothole_PVS7_frame_003231_0,6g5ds803,0.6434,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1578,0,PVS 1,pothole_PVS1_frame_003441_0,6g5ds806,0.6438,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1579,1,PVS 4,pothole_PVS4_frame_003856_0,6g5ds89d,0.6441,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1580,0,PVS 1,pothole_PVS1_frame_003446_0,6g5ds806,0.6447,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1581,0,PVS 1,pothole_PVS1_frame_003448_0,6g5ds806,0.6451,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1582,0,PVS 1,pothole_PVS1_frame_003460_0,6g5ds807,0.6473,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1583,0,PVS 1,pothole_PVS1_frame_003461_0,6g5ds807,0.6475,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1584,0,PVS 1,pothole_PVS1_frame_003464_0,6g5ds807,0.6481,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1585,1,PVS 4,pothole_PVS4_frame_003876_0,6g5ds89g,0.6482,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1586,0,PVS 1,pothole_PVS1_frame_003478_0,6g5ds80h,0.6507,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1587,2,PVS 7,pothole_PVS7_frame_003279_0,6g5ds80n,0.6536,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1588,2,PVS 7,pothole_PVS7_frame_003281_0,6g5ds80n,0.654,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1589,0,PVS 1,pothole_PVS1_frame_003499_0,6g5ds80p,0.6547,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1590,2,PVS 7,pothole_PVS7_frame_003285_0,6g5ds80n,0.6548,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1591,2,PVS 7,pothole_PVS7_frame_003290_0,6g5ds80p,0.6559,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1592,2,PVS 7,pothole_PVS7_frame_003291_0,6g5ds80p,0.6561,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1593,2,PVS 7,pothole_PVS7_frame_003292_0,6g5ds80p,0.6563,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1594,2,PVS 7,pothole_PVS7_frame_003293_0,6g5ds80p,0.6565,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1595,2,PVS 7,pothole_PVS7_frame_003294_0,6g5ds80p,0.6567,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1596,2,PVS 7,pothole_PVS7_frame_003295_0,6g5ds820,0.6569,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1597,2,PVS 7,pothole_PVS7_frame_003299_0,6g5ds820,0.6578,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1598,2,PVS 7,pothole_PVS7_frame_003300_0,6g5ds820,0.658,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1599,2,PVS 7,pothole_PVS7_frame_003301_0,6g5ds820,0.6582,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1600,2,PVS 7,pothole_PVS7_frame_003302_0,6g5ds821,0.6584,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1601,2,PVS 7,pothole_PVS7_frame_003303_0,6g5ds821,0.6586,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1602,2,PVS 7,pothole_PVS7_frame_003304_0,6g5ds821,0.6589,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1603,2,PVS 7,pothole_PVS7_frame_003305_0,6g5ds821,0.6591,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1604,2,PVS 7,pothole_PVS7_frame_003320_0,6g5ds2rf,0.6622,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1605,2,PVS 7,pothole_PVS7_frame_003326_0,6g5ds2rg,0.6635,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1606,2,PVS 7,pothole_PVS7_frame_003332_0,6g5ds2rg,0.6648,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1607,2,PVS 7,pothole_PVS7_frame_003335_0,6g5ds2rg,0.6654,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1608,2,PVS 7,pothole_PVS7_frame_003336_0,6g5ds2rg,0.6656,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1609,2,PVS 7,pothole_PVS7_frame_003337_0,6g5ds2rg,0.6658,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1610,2,PVS 7,pothole_PVS7_frame_003338_0,6g5ds825,0.666,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1611,2,PVS 7,pothole_PVS7_frame_003338_1,6g5ds825,0.666,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1612,2,PVS 7,pothole_PVS7_frame_003341_0,6g5ds825,0.6667,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1613,2,PVS 7,pothole_PVS7_frame_003345_0,6g5ds825,0.6675,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1614,2,PVS 7,pothole_PVS7_frame_003351_0,6g5ds82h,0.6688,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1615,2,PVS 7,pothole_PVS7_frame_003351_1,6g5ds82h,0.6688,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1616,2,PVS 7,pothole_PVS7_frame_003352_0,6g5ds82h,0.669,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1617,2,PVS 7,pothole_PVS7_frame_003355_0,6g5ds82h,0.6696,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1618,2,PVS 7,pothole_PVS7_frame_003356_0,6g5ds82h,0.6698,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1619,2,PVS 7,pothole_PVS7_frame_003356_1,6g5ds82h,0.6698,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1620,2,PVS 7,pothole_PVS7_frame_003357_0,6g5ds82h,0.67,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1621,0,PVS 1,pothole_PVS1_frame_003585_0,6g5ds82h,0.6708,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1622,2,PVS 7,pothole_PVS7_frame_003363_0,6g5ds82k,0.6713,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1623,2,PVS 7,pothole_PVS7_frame_003364_0,6g5ds82k,0.6715,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1624,2,PVS 7,pothole_PVS7_frame_003365_0,6g5ds82k,0.6717,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1625,2,PVS 7,pothole_PVS7_frame_003366_0,6g5ds82k,0.6719,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1626,2,PVS 7,pothole_PVS7_frame_003369_0,6g5ds82k,0.6726,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1627,2,PVS 7,pothole_PVS7_frame_003369_1,6g5ds82k,0.6726,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1628,2,PVS 7,pothole_PVS7_frame_003371_0,6g5ds82k,0.673,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1629,1,PVS 4,pothole_PVS4_frame_003999_0,6g5ds8df,0.6732,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1630,2,PVS 7,pothole_PVS7_frame_003372_0,6g5ds82k,0.6732,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1631,2,PVS 7,pothole_PVS7_frame_003373_0,6g5ds82k,0.6734,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1632,0,PVS 1,pothole_PVS1_frame_003608_0,6g5ds82k,0.6751,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1633,2,PVS 7,pothole_PVS7_frame_003382_0,6g5ds82k,0.6753,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1634,0,PVS 1,pothole_PVS1_frame_003610_0,6g5ds82k,0.6755,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1635,0,PVS 1,pothole_PVS1_frame_003613_0,6g5ds82m,0.6761,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1636,0,PVS 1,pothole_PVS1_frame_003618_0,6g5ds82t,0.677,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1637,2,PVS 7,pothole_PVS7_frame_003393_0,6g5ds82t,0.6777,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1638,0,PVS 1,pothole_PVS1_frame_003629_0,6g5ds82t,0.6791,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1639,2,PVS 7,pothole_PVS7_frame_003401_0,6g5ds82t,0.6793,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1640,0,PVS 1,pothole_PVS1_frame_003631_0,6g5ds82t,0.6794,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1641,1,PVS 4,pothole_PVS4_frame_004031_0,6g5ds87p,0.6797,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1642,0,PVS 1,pothole_PVS1_frame_003635_0,6g5ds82t,0.6802,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1643,0,PVS 1,pothole_PVS1_frame_003637_0,6g5ds82t,0.6806,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1644,2,PVS 7,pothole_PVS7_frame_003409_0,6g5ds82v,0.681,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1645,0,PVS 1,pothole_PVS1_frame_003642_0,6g5ds82v,0.6815,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1646,2,PVS 7,pothole_PVS7_frame_003412_0,6g5ds82v,0.6817,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1647,0,PVS 1,pothole_PVS1_frame_003643_0,6g5ds82v,0.6817,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1648,1,PVS 4,pothole_PVS4_frame_004079_0,6g5ds877,0.6894,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1649,0,PVS 1,pothole_PVS1_frame_003688_0,6g5ds892,0.6901,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1650,0,PVS 1,pothole_PVS1_frame_003689_0,6g5ds892,0.6903,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1651,0,PVS 1,pothole_PVS1_frame_003690_0,6g5ds898,0.6905,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1652,2,PVS 7,pothole_PVS7_frame_003459_0,6g5ds899,0.6916,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1653,0,PVS 1,pothole_PVS1_frame_003696_0,6g5ds898,0.6916,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1654,0,PVS 1,pothole_PVS1_frame_003698_0,6g5ds899,0.692,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1655,1,PVS 4,pothole_PVS4_frame_004117_0,6g5ds879,0.6972,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1656,1,PVS 4,pothole_PVS4_frame_004118_0,6g5ds879,0.6974,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1657,1,PVS 4,pothole_PVS4_frame_004118_1,6g5ds879,0.6974,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1658,1,PVS 4,pothole_PVS4_frame_004119_0,6g5ds879,0.6976,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1659,2,PVS 7,pothole_PVS7_frame_003497_0,6g5ds8dh,0.6996,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1660,2,PVS 7,pothole_PVS7_frame_003499_0,6g5ds8dh,0.7,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1661,1,PVS 4,pothole_PVS4_frame_004139_0,6g5ds85x,0.7016,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1662,2,PVS 7,pothole_PVS7_frame_003507_0,6g5ds8dk,0.7017,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1663,2,PVS 7,pothole_PVS7_frame_003507_1,6g5ds8dk,0.7017,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1664,2,PVS 7,pothole_PVS7_frame_003507_2,6g5ds8dk,0.7017,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1665,1,PVS 4,pothole_PVS4_frame_004140_0,6g5ds85x,0.7018,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1666,2,PVS 7,pothole_PVS7_frame_003510_0,6g5ds8dm,0.7024,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1667,0,PVS 1,pothole_PVS1_frame_003780_0,6g5ds8dt,0.7074,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1668,1,PVS 4,pothole_PVS4_frame_004174_0,6g5ds85v,0.7087,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1669,1,PVS 4,pothole_PVS4_frame_004175_0,6g5ds85v,0.7089,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1670,0,PVS 1,pothole_PVS1_frame_003832_0,6g5ds8df,0.7172,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1671,1,PVS 4,pothole_PVS4_frame_004221_0,6g5ds8h7,0.7183,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1672,2,PVS 7,pothole_PVS7_frame_003617_0,6g5ds8dc,0.725,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1673,0,PVS 1,pothole_PVS1_frame_003894_0,6g5ds87n,0.7288,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1674,1,PVS 4,pothole_PVS4_frame_004274_0,6g5ds8h1,0.7291,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1675,0,PVS 1,pothole_PVS1_frame_003907_0,6g5ds87m,0.7312,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1676,0,PVS 1,pothole_PVS1_frame_003908_0,6g5ds87m,0.7314,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1677,0,PVS 1,pothole_PVS1_frame_003909_0,6g5ds87m,0.7316,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1678,1,PVS 4,pothole_PVS4_frame_004300_0,6g5ds8h0,0.7343,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1679,1,PVS 4,pothole_PVS4_frame_004303_0,6g5dkxgz,0.735,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1680,1,PVS 4,pothole_PVS4_frame_004304_0,6g5dkxgz,0.7352,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1681,0,PVS 1,pothole_PVS1_frame_003957_0,6g5ds879,0.7406,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1682,1,PVS 4,pothole_PVS4_frame_004352_0,6g5dkxgw,0.7449,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1683,1,PVS 4,pothole_PVS4_frame_004353_0,6g5dkxgw,0.7451,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1684,1,PVS 4,pothole_PVS4_frame_004354_0,6g5dkxgw,0.7453,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1685,2,PVS 7,pothole_PVS7_frame_003720_0,6g5ds85z,0.7467,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1686,1,PVS 4,pothole_PVS4_frame_004375_0,6g5dkxgw,0.7496,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1687,2,PVS 7,pothole_PVS7_frame_003744_0,6g5ds8hj,0.7518,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1688,2,PVS 7,pothole_PVS7_frame_003745_0,6g5ds8hj,0.752,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1689,2,PVS 7,pothole_PVS7_frame_003746_0,6g5ds8hj,0.7522,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1690,0,PVS 1,pothole_PVS1_frame_004030_0,6g5ds85v,0.7543,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1691,1,PVS 4,pothole_PVS4_frame_004401_0,6g5dkxgs,0.7549,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1692,0,PVS 1,pothole_PVS1_frame_004036_0,6g5ds8hj,0.7554,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1693,0,PVS 1,pothole_PVS1_frame_004037_0,6g5ds8hj,0.7556,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1694,1,PVS 4,pothole_PVS4_frame_004416_0,6g5dkxgg,0.7579,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1695,0,PVS 1,pothole_PVS1_frame_004052_0,6g5ds8hh,0.7584,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1696,0,PVS 1,pothole_PVS1_frame_004053_0,6g5ds8hh,0.7586,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1697,2,PVS 7,pothole_PVS7_frame_003790_0,6g5ds8h6,0.7615,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1698,2,PVS 7,pothole_PVS7_frame_003791_0,6g5ds8h6,0.7617,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1699,2,PVS 7,pothole_PVS7_frame_003792_0,6g5ds8h6,0.7619,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1700,2,PVS 7,pothole_PVS7_frame_003793_0,6g5ds8h6,0.7621,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1701,2,PVS 7,pothole_PVS7_frame_003794_0,6g5ds8h6,0.7624,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1702,2,PVS 7,pothole_PVS7_frame_003795_0,6g5ds8h6,0.7626,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1703,0,PVS 1,pothole_PVS1_frame_004075_0,6g5ds8h7,0.7628,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1704,0,PVS 1,pothole_PVS1_frame_004077_0,6g5ds8h7,0.7631,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1705,0,PVS 1,pothole_PVS1_frame_004078_0,6g5ds8h7,0.7633,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1706,0,PVS 1,pothole_PVS1_frame_004078_1,6g5ds8h7,0.7633,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1707,2,PVS 7,pothole_PVS7_frame_003799_0,6g5ds8h6,0.7634,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1708,0,PVS 1,pothole_PVS1_frame_004079_0,6g5ds8h7,0.7635,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1709,0,PVS 1,pothole_PVS1_frame_004079_1,6g5ds8h7,0.7635,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1710,0,PVS 1,pothole_PVS1_frame_004080_0,6g5ds8h7,0.7637,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1711,0,PVS 1,pothole_PVS1_frame_004081_0,6g5ds8h7,0.7639,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1712,2,PVS 7,pothole_PVS7_frame_003803_0,6g5ds8h6,0.7643,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1713,0,PVS 1,pothole_PVS1_frame_004083_0,6g5ds8h7,0.7643,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1714,0,PVS 1,pothole_PVS1_frame_004083_1,6g5ds8h7,0.7643,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1715,0,PVS 1,pothole_PVS1_frame_004084_0,6g5ds8h7,0.7645,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1716,0,PVS 1,pothole_PVS1_frame_004084_1,6g5ds8h7,0.7645,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1717,2,PVS 7,pothole_PVS7_frame_003804_0,6g5ds8h6,0.7645,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1718,0,PVS 1,pothole_PVS1_frame_004086_0,6g5ds8h7,0.7648,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1719,0,PVS 1,pothole_PVS1_frame_004087_0,6g5ds8h7,0.765,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1720,2,PVS 7,pothole_PVS7_frame_003807_0,6g5ds8h6,0.7651,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1721,0,PVS 1,pothole_PVS1_frame_004088_0,6g5ds8h7,0.7652,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1722,0,PVS 1,pothole_PVS1_frame_004089_0,6g5ds8h7,0.7654,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1723,2,PVS 7,pothole_PVS7_frame_003809_0,6g5ds8h6,0.7655,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1724,0,PVS 1,pothole_PVS1_frame_004090_0,6g5ds8h7,0.7656,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1725,2,PVS 7,pothole_PVS7_frame_003810_0,6g5ds8h6,0.7657,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1726,0,PVS 1,pothole_PVS1_frame_004091_0,6g5ds8h7,0.7658,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1727,0,PVS 1,pothole_PVS1_frame_004091_1,6g5ds8h7,0.7658,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1728,0,PVS 1,pothole_PVS1_frame_004092_0,6g5ds8h7,0.766,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1729,0,PVS 1,pothole_PVS1_frame_004093_0,6g5ds8h7,0.7661,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1730,0,PVS 1,pothole_PVS1_frame_004093_1,6g5ds8h7,0.7661,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1731,2,PVS 7,pothole_PVS7_frame_003812_0,6g5ds8h1,0.7662,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1732,0,PVS 1,pothole_PVS1_frame_004095_0,6g5ds8h7,0.7665,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1733,0,PVS 1,pothole_PVS1_frame_004096_0,6g5ds8h7,0.7667,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1734,0,PVS 1,pothole_PVS1_frame_004096_1,6g5ds8h7,0.7667,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1735,0,PVS 1,pothole_PVS1_frame_004097_0,6g5ds8h7,0.7669,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1736,0,PVS 1,pothole_PVS1_frame_004097_1,6g5ds8h7,0.7669,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1737,0,PVS 1,pothole_PVS1_frame_004098_0,6g5ds8h7,0.7671,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1738,2,PVS 7,pothole_PVS7_frame_003817_0,6g5ds8h1,0.7672,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1739,0,PVS 1,pothole_PVS1_frame_004099_0,6g5ds8h7,0.7673,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1740,0,PVS 1,pothole_PVS1_frame_004100_0,6g5ds8h7,0.7675,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1741,0,PVS 1,pothole_PVS1_frame_004102_0,6g5ds8h7,0.7678,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1742,0,PVS 1,pothole_PVS1_frame_004105_0,6g5ds8h6,0.7684,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1743,0,PVS 1,pothole_PVS1_frame_004106_0,6g5ds8h6,0.7686,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1744,0,PVS 1,pothole_PVS1_frame_004111_0,6g5ds8h6,0.7695,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1745,0,PVS 1,pothole_PVS1_frame_004112_0,6g5ds8h6,0.7697,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
